Q0 = 0.500 GeV	 Q = 1.087 GeV
9.908E-04	9.480E-03
1.000E-03	9.544E-03
1.009E-03	9.608E-03
1.019E-03	9.673E-03
1.028E-03	9.738E-03
1.038E-03	9.803E-03
1.047E-03	9.869E-03
1.057E-03	9.936E-03
1.067E-03	1.000E-02
1.076E-03	1.007E-02
1.086E-03	1.014E-02
1.096E-03	1.021E-02
1.107E-03	1.027E-02
1.117E-03	1.034E-02
1.127E-03	1.041E-02
1.138E-03	1.048E-02
1.148E-03	1.055E-02
1.159E-03	1.062E-02
1.169E-03	1.070E-02
1.180E-03	1.077E-02
1.191E-03	1.084E-02
1.202E-03	1.091E-02
1.213E-03	1.099E-02
1.225E-03	1.106E-02
1.236E-03	1.113E-02
1.247E-03	1.121E-02
1.259E-03	1.129E-02
1.271E-03	1.136E-02
1.282E-03	1.144E-02
1.294E-03	1.151E-02
1.306E-03	1.159E-02
1.318E-03	1.167E-02
1.330E-03	1.175E-02
1.343E-03	1.183E-02
1.355E-03	1.191E-02
1.368E-03	1.199E-02
1.380E-03	1.207E-02
1.393E-03	1.215E-02
1.406E-03	1.223E-02
1.419E-03	1.231E-02
1.432E-03	1.240E-02
1.445E-03	1.248E-02
1.459E-03	1.256E-02
1.472E-03	1.265E-02
1.486E-03	1.273E-02
1.500E-03	1.282E-02
1.514E-03	1.291E-02
1.528E-03	1.299E-02
1.542E-03	1.308E-02
1.556E-03	1.317E-02
1.570E-03	1.326E-02
1.585E-03	1.335E-02
1.600E-03	1.344E-02
1.614E-03	1.353E-02
1.629E-03	1.362E-02
1.644E-03	1.371E-02
1.660E-03	1.380E-02
1.675E-03	1.389E-02
1.690E-03	1.399E-02
1.706E-03	1.408E-02
1.722E-03	1.418E-02
1.738E-03	1.427E-02
1.754E-03	1.437E-02
1.770E-03	1.446E-02
1.786E-03	1.456E-02
1.803E-03	1.466E-02
1.820E-03	1.476E-02
1.837E-03	1.486E-02
1.854E-03	1.496E-02
1.871E-03	1.506E-02
1.888E-03	1.516E-02
1.905E-03	1.526E-02
1.923E-03	1.537E-02
1.941E-03	1.547E-02
1.959E-03	1.557E-02
1.977E-03	1.568E-02
1.995E-03	1.578E-02
2.014E-03	1.589E-02
2.032E-03	1.600E-02
2.051E-03	1.610E-02
2.070E-03	1.621E-02
2.089E-03	1.632E-02
2.109E-03	1.643E-02
2.128E-03	1.654E-02
2.148E-03	1.665E-02
2.168E-03	1.677E-02
2.188E-03	1.688E-02
2.208E-03	1.699E-02
2.228E-03	1.711E-02
2.249E-03	1.722E-02
2.270E-03	1.734E-02
2.291E-03	1.746E-02
2.312E-03	1.757E-02
2.333E-03	1.769E-02
2.355E-03	1.781E-02
2.377E-03	1.793E-02
2.399E-03	1.805E-02
2.421E-03	1.817E-02
2.443E-03	1.830E-02
2.466E-03	1.842E-02
2.489E-03	1.854E-02
2.512E-03	1.867E-02
2.535E-03	1.880E-02
2.559E-03	1.892E-02
2.582E-03	1.905E-02
2.606E-03	1.918E-02
2.630E-03	1.931E-02
2.655E-03	1.944E-02
2.679E-03	1.957E-02
2.704E-03	1.970E-02
2.729E-03	1.983E-02
2.754E-03	1.997E-02
2.780E-03	2.010E-02
2.805E-03	2.024E-02
2.831E-03	2.037E-02
2.858E-03	2.051E-02
2.884E-03	2.065E-02
2.911E-03	2.079E-02
2.938E-03	2.093E-02
2.965E-03	2.107E-02
2.992E-03	2.121E-02
3.020E-03	2.136E-02
3.048E-03	2.150E-02
3.076E-03	2.165E-02
3.105E-03	2.179E-02
3.133E-03	2.194E-02
3.162E-03	2.209E-02
3.192E-03	2.224E-02
3.221E-03	2.239E-02
3.251E-03	2.254E-02
3.281E-03	2.269E-02
3.311E-03	2.284E-02
3.342E-03	2.300E-02
3.373E-03	2.315E-02
3.404E-03	2.331E-02
3.436E-03	2.346E-02
3.467E-03	2.362E-02
3.499E-03	2.378E-02
3.532E-03	2.394E-02
3.565E-03	2.410E-02
3.597E-03	2.427E-02
3.631E-03	2.443E-02
3.664E-03	2.460E-02
3.698E-03	2.476E-02
3.733E-03	2.493E-02
3.767E-03	2.510E-02
3.802E-03	2.527E-02
3.837E-03	2.544E-02
3.873E-03	2.561E-02
3.908E-03	2.578E-02
3.945E-03	2.596E-02
3.981E-03	2.613E-02
4.018E-03	2.631E-02
4.055E-03	2.649E-02
4.093E-03	2.666E-02
4.130E-03	2.684E-02
4.169E-03	2.703E-02
4.207E-03	2.721E-02
4.246E-03	2.739E-02
4.285E-03	2.758E-02
4.325E-03	2.776E-02
4.365E-03	2.795E-02
4.406E-03	2.814E-02
4.446E-03	2.833E-02
4.487E-03	2.852E-02
4.529E-03	2.871E-02
4.571E-03	2.891E-02
4.613E-03	2.910E-02
4.656E-03	2.930E-02
4.699E-03	2.950E-02
4.742E-03	2.970E-02
4.786E-03	2.990E-02
4.831E-03	3.010E-02
4.875E-03	3.030E-02
4.920E-03	3.051E-02
4.966E-03	3.071E-02
5.012E-03	3.092E-02
5.058E-03	3.113E-02
5.105E-03	3.134E-02
5.152E-03	3.155E-02
5.200E-03	3.177E-02
5.248E-03	3.198E-02
5.297E-03	3.220E-02
5.346E-03	3.242E-02
5.395E-03	3.263E-02
5.445E-03	3.286E-02
5.495E-03	3.308E-02
5.546E-03	3.330E-02
5.598E-03	3.353E-02
5.649E-03	3.375E-02
5.702E-03	3.398E-02
5.754E-03	3.421E-02
5.808E-03	3.444E-02
5.861E-03	3.468E-02
5.916E-03	3.491E-02
5.970E-03	3.515E-02
6.026E-03	3.538E-02
6.081E-03	3.562E-02
6.138E-03	3.586E-02
6.194E-03	3.611E-02
6.252E-03	3.635E-02
6.310E-03	3.660E-02
6.368E-03	3.684E-02
6.427E-03	3.709E-02
6.486E-03	3.734E-02
6.546E-03	3.760E-02
6.607E-03	3.785E-02
6.668E-03	3.811E-02
6.730E-03	3.837E-02
6.792E-03	3.863E-02
6.855E-03	3.889E-02
6.918E-03	3.915E-02
6.982E-03	3.941E-02
7.047E-03	3.968E-02
7.112E-03	3.995E-02
7.178E-03	4.022E-02
7.244E-03	4.049E-02
7.311E-03	4.077E-02
7.379E-03	4.104E-02
7.447E-03	4.132E-02
7.516E-03	4.160E-02
7.586E-03	4.188E-02
7.656E-03	4.217E-02
7.727E-03	4.245E-02
7.798E-03	4.274E-02
7.870E-03	4.303E-02
7.943E-03	4.332E-02
8.017E-03	4.361E-02
8.091E-03	4.391E-02
8.166E-03	4.421E-02
8.241E-03	4.451E-02
8.318E-03	4.481E-02
8.395E-03	4.511E-02
8.472E-03	4.542E-02
8.551E-03	4.572E-02
8.630E-03	4.603E-02
8.710E-03	4.635E-02
8.790E-03	4.666E-02
8.872E-03	4.698E-02
8.954E-03	4.729E-02
9.036E-03	4.761E-02
9.120E-03	4.794E-02
9.204E-03	4.826E-02
9.290E-03	4.859E-02
9.376E-03	4.892E-02
9.462E-03	4.925E-02
9.550E-03	4.958E-02
9.638E-03	4.992E-02
9.727E-03	5.026E-02
9.817E-03	5.060E-02
9.908E-03	5.094E-02
1.000E-02	5.129E-02
1.198E-02	5.857E-02
1.397E-02	6.555E-02
1.595E-02	7.227E-02
1.794E-02	7.878E-02
1.992E-02	8.510E-02
2.190E-02	9.125E-02
2.389E-02	9.727E-02
2.587E-02	1.031E-01
2.786E-02	1.089E-01
2.984E-02	1.146E-01
3.182E-02	1.201E-01
3.381E-02	1.256E-01
3.579E-02	1.309E-01
3.778E-02	1.362E-01
3.976E-02	1.414E-01
4.174E-02	1.466E-01
4.373E-02	1.516E-01
4.571E-02	1.566E-01
4.770E-02	1.616E-01
4.968E-02	1.664E-01
5.166E-02	1.712E-01
5.365E-02	1.760E-01
5.563E-02	1.806E-01
5.762E-02	1.853E-01
5.960E-02	1.898E-01
6.158E-02	1.943E-01
6.357E-02	1.988E-01
6.555E-02	2.032E-01
6.754E-02	2.076E-01
6.952E-02	2.119E-01
7.150E-02	2.161E-01
7.349E-02	2.203E-01
7.547E-02	2.245E-01
7.745E-02	2.286E-01
7.944E-02	2.326E-01
8.142E-02	2.366E-01
8.341E-02	2.406E-01
8.539E-02	2.445E-01
8.737E-02	2.484E-01
8.936E-02	2.522E-01
9.134E-02	2.560E-01
9.333E-02	2.597E-01
9.531E-02	2.634E-01
9.729E-02	2.670E-01
9.928E-02	2.706E-01
1.013E-01	2.741E-01
1.032E-01	2.776E-01
1.052E-01	2.810E-01
1.072E-01	2.844E-01
1.092E-01	2.878E-01
1.112E-01	2.911E-01
1.132E-01	2.944E-01
1.152E-01	2.976E-01
1.171E-01	3.007E-01
1.191E-01	3.039E-01
1.211E-01	3.069E-01
1.231E-01	3.100E-01
1.251E-01	3.130E-01
1.271E-01	3.159E-01
1.290E-01	3.188E-01
1.310E-01	3.216E-01
1.330E-01	3.245E-01
1.350E-01	3.272E-01
1.370E-01	3.299E-01
1.390E-01	3.326E-01
1.409E-01	3.352E-01
1.429E-01	3.378E-01
1.449E-01	3.403E-01
1.469E-01	3.428E-01
1.489E-01	3.452E-01
1.509E-01	3.476E-01
1.528E-01	3.500E-01
1.548E-01	3.523E-01
1.568E-01	3.545E-01
1.588E-01	3.567E-01
1.608E-01	3.589E-01
1.628E-01	3.610E-01
1.647E-01	3.631E-01
1.667E-01	3.651E-01
1.687E-01	3.671E-01
1.707E-01	3.690E-01
1.727E-01	3.709E-01
1.747E-01	3.728E-01
1.767E-01	3.746E-01
1.786E-01	3.763E-01
1.806E-01	3.780E-01
1.826E-01	3.797E-01
1.846E-01	3.813E-01
1.866E-01	3.829E-01
1.886E-01	3.844E-01
1.905E-01	3.859E-01
1.925E-01	3.874E-01
1.945E-01	3.888E-01
1.965E-01	3.901E-01
1.985E-01	3.914E-01
2.005E-01	3.927E-01
2.024E-01	3.939E-01
2.044E-01	3.951E-01
2.064E-01	3.962E-01
2.084E-01	3.973E-01
2.104E-01	3.984E-01
2.124E-01	3.994E-01
2.143E-01	4.003E-01
2.163E-01	4.013E-01
2.183E-01	4.021E-01
2.203E-01	4.030E-01
2.223E-01	4.038E-01
2.243E-01	4.045E-01
2.263E-01	4.052E-01
2.282E-01	4.059E-01
2.302E-01	4.065E-01
2.322E-01	4.071E-01
2.342E-01	4.076E-01
2.362E-01	4.081E-01
2.382E-01	4.086E-01
2.401E-01	4.090E-01
2.421E-01	4.093E-01
2.441E-01	4.097E-01
2.461E-01	4.100E-01
2.481E-01	4.102E-01
2.501E-01	4.104E-01
2.520E-01	4.106E-01
2.540E-01	4.107E-01
2.560E-01	4.108E-01
2.580E-01	4.109E-01
2.600E-01	4.109E-01
2.620E-01	4.109E-01
2.639E-01	4.108E-01
2.659E-01	4.107E-01
2.679E-01	4.106E-01
2.699E-01	4.104E-01
2.719E-01	4.102E-01
2.739E-01	4.100E-01
2.759E-01	4.097E-01
2.778E-01	4.094E-01
2.798E-01	4.090E-01
2.818E-01	4.086E-01
2.838E-01	4.082E-01
2.858E-01	4.077E-01
2.878E-01	4.072E-01
2.897E-01	4.067E-01
2.917E-01	4.061E-01
2.937E-01	4.055E-01
2.957E-01	4.049E-01
2.977E-01	4.042E-01
2.997E-01	4.035E-01
3.016E-01	4.028E-01
3.036E-01	4.020E-01
3.056E-01	4.012E-01
3.076E-01	4.004E-01
3.096E-01	3.995E-01
3.116E-01	3.986E-01
3.135E-01	3.977E-01
3.155E-01	3.968E-01
3.175E-01	3.958E-01
3.195E-01	3.948E-01
3.215E-01	3.937E-01
3.235E-01	3.927E-01
3.255E-01	3.916E-01
3.274E-01	3.904E-01
3.294E-01	3.893E-01
3.314E-01	3.881E-01
3.334E-01	3.869E-01
3.354E-01	3.856E-01
3.374E-01	3.844E-01
3.393E-01	3.831E-01
3.413E-01	3.818E-01
3.433E-01	3.804E-01
3.453E-01	3.791E-01
3.473E-01	3.777E-01
3.493E-01	3.763E-01
3.512E-01	3.748E-01
3.532E-01	3.733E-01
3.552E-01	3.719E-01
3.572E-01	3.703E-01
3.592E-01	3.688E-01
3.612E-01	3.673E-01
3.631E-01	3.657E-01
3.651E-01	3.641E-01
3.671E-01	3.625E-01
3.691E-01	3.608E-01
3.711E-01	3.591E-01
3.731E-01	3.575E-01
3.751E-01	3.558E-01
3.770E-01	3.540E-01
3.790E-01	3.523E-01
3.810E-01	3.505E-01
3.830E-01	3.488E-01
3.850E-01	3.470E-01
3.870E-01	3.452E-01
3.889E-01	3.433E-01
3.909E-01	3.415E-01
3.929E-01	3.396E-01
3.949E-01	3.377E-01
3.969E-01	3.358E-01
3.989E-01	3.339E-01
4.008E-01	3.320E-01
4.028E-01	3.301E-01
4.048E-01	3.281E-01
4.068E-01	3.262E-01
4.088E-01	3.242E-01
4.108E-01	3.222E-01
4.127E-01	3.202E-01
4.147E-01	3.182E-01
4.167E-01	3.161E-01
4.187E-01	3.141E-01
4.207E-01	3.120E-01
4.227E-01	3.100E-01
4.246E-01	3.079E-01
4.266E-01	3.058E-01
4.286E-01	3.037E-01
4.306E-01	3.016E-01
4.326E-01	2.995E-01
4.346E-01	2.974E-01
4.366E-01	2.953E-01
4.385E-01	2.931E-01
4.405E-01	2.910E-01
4.425E-01	2.889E-01
4.445E-01	2.867E-01
4.465E-01	2.845E-01
4.485E-01	2.824E-01
4.504E-01	2.802E-01
4.524E-01	2.780E-01
4.544E-01	2.758E-01
4.564E-01	2.736E-01
4.584E-01	2.714E-01
4.604E-01	2.692E-01
4.623E-01	2.670E-01
4.643E-01	2.648E-01
4.663E-01	2.626E-01
4.683E-01	2.604E-01
4.703E-01	2.582E-01
4.723E-01	2.560E-01
4.742E-01	2.538E-01
4.762E-01	2.516E-01
4.782E-01	2.493E-01
4.802E-01	2.471E-01
4.822E-01	2.449E-01
4.842E-01	2.427E-01
4.862E-01	2.404E-01
4.881E-01	2.382E-01
4.901E-01	2.360E-01
4.921E-01	2.338E-01
4.941E-01	2.316E-01
4.961E-01	2.293E-01
4.981E-01	2.271E-01
5.000E-01	2.249E-01
5.020E-01	2.227E-01
5.040E-01	2.205E-01
5.060E-01	2.183E-01
5.080E-01	2.161E-01
5.100E-01	2.139E-01
5.119E-01	2.117E-01
5.139E-01	2.095E-01
5.159E-01	2.073E-01
5.179E-01	2.051E-01
5.199E-01	2.030E-01
5.219E-01	2.008E-01
5.238E-01	1.986E-01
5.258E-01	1.965E-01
5.278E-01	1.943E-01
5.298E-01	1.922E-01
5.318E-01	1.900E-01
5.338E-01	1.879E-01
5.358E-01	1.858E-01
5.377E-01	1.836E-01
5.397E-01	1.815E-01
5.417E-01	1.794E-01
5.437E-01	1.773E-01
5.457E-01	1.752E-01
5.477E-01	1.732E-01
5.496E-01	1.711E-01
5.516E-01	1.690E-01
5.536E-01	1.670E-01
5.556E-01	1.649E-01
5.576E-01	1.629E-01
5.596E-01	1.608E-01
5.615E-01	1.588E-01
5.635E-01	1.568E-01
5.655E-01	1.548E-01
5.675E-01	1.528E-01
5.695E-01	1.508E-01
5.715E-01	1.489E-01
5.734E-01	1.469E-01
5.754E-01	1.450E-01
5.774E-01	1.430E-01
5.794E-01	1.411E-01
5.814E-01	1.392E-01
5.834E-01	1.373E-01
5.854E-01	1.354E-01
5.873E-01	1.335E-01
5.893E-01	1.317E-01
5.913E-01	1.298E-01
5.933E-01	1.280E-01
5.953E-01	1.261E-01
5.973E-01	1.243E-01
5.992E-01	1.225E-01
6.012E-01	1.207E-01
6.032E-01	1.189E-01
6.052E-01	1.172E-01
6.072E-01	1.154E-01
6.092E-01	1.137E-01
6.111E-01	1.119E-01
6.131E-01	1.102E-01
6.151E-01	1.085E-01
6.171E-01	1.068E-01
6.191E-01	1.052E-01
6.211E-01	1.035E-01
6.230E-01	1.018E-01
6.250E-01	1.002E-01
6.270E-01	9.859E-02
6.290E-01	9.699E-02
6.310E-01	9.540E-02
6.330E-01	9.382E-02
6.349E-01	9.226E-02
6.369E-01	9.071E-02
6.389E-01	8.918E-02
6.409E-01	8.766E-02
6.429E-01	8.615E-02
6.449E-01	8.466E-02
6.469E-01	8.318E-02
6.488E-01	8.172E-02
6.508E-01	8.028E-02
6.528E-01	7.884E-02
6.548E-01	7.743E-02
6.568E-01	7.602E-02
6.588E-01	7.464E-02
6.607E-01	7.326E-02
6.627E-01	7.191E-02
6.647E-01	7.056E-02
6.667E-01	6.923E-02
6.687E-01	6.792E-02
6.707E-01	6.662E-02
6.726E-01	6.534E-02
6.746E-01	6.407E-02
6.766E-01	6.281E-02
6.786E-01	6.157E-02
6.806E-01	6.035E-02
6.826E-01	5.914E-02
6.845E-01	5.794E-02
6.865E-01	5.676E-02
6.885E-01	5.560E-02
6.905E-01	5.445E-02
6.925E-01	5.331E-02
6.945E-01	5.219E-02
6.965E-01	5.109E-02
6.984E-01	4.999E-02
7.004E-01	4.892E-02
7.024E-01	4.786E-02
7.044E-01	4.681E-02
7.064E-01	4.577E-02
7.084E-01	4.476E-02
7.103E-01	4.375E-02
7.123E-01	4.276E-02
7.143E-01	4.179E-02
7.163E-01	4.082E-02
7.183E-01	3.988E-02
7.203E-01	3.895E-02
7.222E-01	3.803E-02
7.242E-01	3.712E-02
7.262E-01	3.623E-02
7.282E-01	3.535E-02
7.302E-01	3.449E-02
7.322E-01	3.364E-02
7.341E-01	3.281E-02
7.361E-01	3.199E-02
7.381E-01	3.118E-02
7.401E-01	3.038E-02
7.421E-01	2.960E-02
7.441E-01	2.883E-02
7.461E-01	2.808E-02
7.480E-01	2.734E-02
7.500E-01	2.661E-02
7.520E-01	2.590E-02
7.540E-01	2.519E-02
7.560E-01	2.450E-02
7.580E-01	2.383E-02
7.599E-01	2.316E-02
7.619E-01	2.251E-02
7.639E-01	2.187E-02
7.659E-01	2.124E-02
7.679E-01	2.063E-02
7.699E-01	2.003E-02
7.718E-01	1.944E-02
7.738E-01	1.886E-02
7.758E-01	1.829E-02
7.778E-01	1.773E-02
7.798E-01	1.719E-02
7.818E-01	1.666E-02
7.837E-01	1.614E-02
7.857E-01	1.563E-02
7.877E-01	1.513E-02
7.897E-01	1.464E-02
7.917E-01	1.416E-02
7.937E-01	1.370E-02
7.957E-01	1.324E-02
7.976E-01	1.280E-02
7.996E-01	1.236E-02
8.016E-01	1.194E-02
8.036E-01	1.153E-02
8.056E-01	1.112E-02
8.076E-01	1.073E-02
8.095E-01	1.034E-02
8.115E-01	9.969E-03
8.135E-01	9.604E-03
8.155E-01	9.248E-03
8.175E-01	8.902E-03
8.195E-01	8.564E-03
8.214E-01	8.236E-03
8.234E-01	7.917E-03
8.254E-01	7.606E-03
8.274E-01	7.304E-03
8.294E-01	7.011E-03
8.314E-01	6.725E-03
8.333E-01	6.449E-03
8.353E-01	6.180E-03
8.373E-01	5.919E-03
8.393E-01	5.666E-03
8.413E-01	5.421E-03
8.433E-01	5.183E-03
8.453E-01	4.953E-03
8.472E-01	4.730E-03
8.492E-01	4.514E-03
8.512E-01	4.306E-03
8.532E-01	4.104E-03
8.552E-01	3.909E-03
8.572E-01	3.721E-03
8.591E-01	3.539E-03
8.611E-01	3.363E-03
8.631E-01	3.194E-03
8.651E-01	3.031E-03
8.671E-01	2.874E-03
8.691E-01	2.723E-03
8.710E-01	2.578E-03
8.730E-01	2.438E-03
8.750E-01	2.304E-03
8.770E-01	2.175E-03
8.790E-01	2.051E-03
8.810E-01	1.933E-03
8.829E-01	1.819E-03
8.849E-01	1.710E-03
8.869E-01	1.606E-03
8.889E-01	1.507E-03
8.909E-01	1.412E-03
8.929E-01	1.322E-03
8.948E-01	1.235E-03
8.968E-01	1.153E-03
8.988E-01	1.075E-03
9.008E-01	1.001E-03
9.028E-01	9.301E-04
9.048E-01	8.632E-04
9.068E-01	7.998E-04
9.087E-01	7.399E-04
9.107E-01	6.833E-04
9.127E-01	6.298E-04
9.147E-01	5.795E-04
9.167E-01	5.321E-04
9.187E-01	4.875E-04
9.206E-01	4.457E-04
9.226E-01	4.066E-04
9.246E-01	3.700E-04
9.266E-01	3.359E-04
9.286E-01	3.040E-04
9.306E-01	2.745E-04
9.325E-01	2.470E-04
9.345E-01	2.216E-04
9.365E-01	1.982E-04
9.385E-01	1.765E-04
9.405E-01	1.567E-04
9.425E-01	1.385E-04
9.444E-01	1.219E-04
9.464E-01	1.068E-04
9.484E-01	9.308E-05
9.504E-01	8.069E-05
9.524E-01	6.955E-05
9.544E-01	5.956E-05
9.564E-01	5.066E-05
9.583E-01	4.276E-05
9.603E-01	3.579E-05
9.623E-01	2.969E-05
9.643E-01	2.438E-05
9.663E-01	1.980E-05
9.683E-01	1.587E-05
9.702E-01	1.254E-05
9.722E-01	9.753E-06
9.742E-01	7.443E-06
9.762E-01	5.559E-06
9.782E-01	4.047E-06
9.802E-01	2.859E-06
9.821E-01	1.947E-06
9.841E-01	1.267E-06
9.861E-01	7.784E-07
9.881E-01	4.435E-07
9.901E-01	2.280E-07
