pion new parametrization Q=10GeV
x	xf	dfmin	dfmax
2.154435E-03	2.875291E-02	1.420414E-03	1.611959E-03
2.310130E-03	3.001563E-02	1.454738E-03	1.647935E-03
2.477076E-03	3.133145E-02	1.489780E-03	1.683118E-03
2.656088E-03	3.270244E-02	1.523826E-03	1.719459E-03
2.848036E-03	3.413072E-02	1.558369E-03	1.754971E-03
3.053856E-03	3.561847E-02	1.592790E-03	1.790237E-03
3.274549E-03	3.716796E-02	1.627571E-03	1.824490E-03
3.511192E-03	3.878150E-02	1.661474E-03	1.859028E-03
3.764936E-03	4.046147E-02	1.694538E-03	1.893581E-03
4.037017E-03	4.221033E-02	1.726556E-03	1.928165E-03
4.328761E-03	4.403061E-02	1.757914E-03	1.962069E-03
4.641589E-03	4.592487E-02	1.789888E-03	1.993491E-03
4.977024E-03	4.789577E-02	1.819967E-03	2.025167E-03
5.336699E-03	4.994601E-02	1.849451E-03	2.055233E-03
5.722368E-03	5.207836E-02	1.879342E-03	2.082172E-03
6.135907E-03	5.429566E-02	1.906545E-03	2.109340E-03
6.579332E-03	5.660076E-02	1.932435E-03	2.134729E-03
7.054802E-03	5.899661E-02	1.958552E-03	2.156134E-03
7.564633E-03	6.148617E-02	1.979971E-03	2.178969E-03
8.111308E-03	6.407247E-02	2.001004E-03	2.197710E-03
8.697490E-03	6.675854E-02	2.020226E-03	2.213590E-03
9.326033E-03	6.954746E-02	2.037846E-03	2.225891E-03
1.000000E-02	7.244232E-02	2.051094E-03	2.237340E-03
1.072267E-02	7.544622E-02	2.064268E-03	2.242419E-03
1.149757E-02	7.856225E-02	2.072208E-03	2.246555E-03
1.232847E-02	8.179349E-02	2.076177E-03	2.247702E-03
1.321941E-02	8.514299E-02	2.076236E-03	2.245190E-03
1.417474E-02	8.861375E-02	2.073107E-03	2.237564E-03
1.519911E-02	9.220871E-02	2.065304E-03	2.225887E-03
1.629751E-02	9.593071E-02	2.055441E-03	2.206501E-03
1.747528E-02	9.978249E-02	2.038025E-03	2.184998E-03
1.873817E-02	1.037667E-01	2.021539E-03	2.151062E-03
2.009233E-02	1.078856E-01	1.995775E-03	2.115535E-03
2.154435E-02	1.121417E-01	1.963556E-03	2.074486E-03
2.310130E-02	1.165368E-01	1.925940E-03	2.026027E-03
2.477076E-02	1.210727E-01	1.882089E-03	1.970390E-03
2.656088E-02	1.257507E-01	1.832491E-03	1.906386E-03
2.848036E-02	1.305720E-01	1.774601E-03	1.836136E-03
3.053856E-02	1.355370E-01	1.713546E-03	1.753662E-03
3.274549E-02	1.406460E-01	1.638221E-03	1.670164E-03
3.511192E-02	1.458984E-01	1.559830E-03	1.573657E-03
3.764936E-02	1.512931E-01	1.475246E-03	1.467483E-03
4.037017E-02	1.568284E-01	1.376199E-03	1.360113E-03
4.328761E-02	1.625014E-01	1.268622E-03	1.246485E-03
4.641589E-02	1.683087E-01	1.160825E-03	1.120510E-03
4.977024E-02	1.742456E-01	1.043554E-03	9.947926E-04
5.336699E-02	1.803063E-01	9.226263E-04	8.704494E-04
5.722368E-02	1.864837E-01	8.075766E-04	7.511838E-04
6.135907E-02	1.927691E-01	7.012545E-04	6.566482E-04
6.579332E-02	1.991523E-01	6.220473E-04	6.070913E-04
7.054802E-02	2.056212E-01	6.097405E-04	6.114212E-04
7.564633E-02	2.121617E-01	6.944934E-04	6.643681E-04
8.111308E-02	2.187575E-01	8.525266E-04	7.736584E-04
8.697490E-02	2.253895E-01	1.056834E-03	9.316497E-04
9.326033E-02	2.320361E-01	1.295495E-03	1.123117E-03
1.000000E-01	2.386725E-01	1.544421E-03	1.351613E-03
1.010000E-01	2.396164E-01	1.583780E-03	1.384164E-03
1.099798E-01	2.476519E-01	1.922073E-03	1.688363E-03
1.189596E-01	2.549482E-01	2.259510E-03	1.984113E-03
1.279394E-01	2.615722E-01	2.573324E-03	2.283064E-03
1.369192E-01	2.675804E-01	2.889039E-03	2.560795E-03
1.458990E-01	2.730210E-01	3.184223E-03	2.833900E-03
1.548788E-01	2.779357E-01	3.472313E-03	3.090346E-03
1.638586E-01	2.823606E-01	3.731635E-03	3.347595E-03
1.728384E-01	2.863277E-01	3.984841E-03	3.586788E-03
1.818182E-01	2.898654E-01	4.220381E-03	3.817620E-03
1.907980E-01	2.929987E-01	4.446835E-03	4.033015E-03
1.997778E-01	2.957503E-01	4.658793E-03	4.237850E-03
2.087576E-01	2.981408E-01	4.862370E-03	4.427214E-03
2.177374E-01	3.001888E-01	5.054781E-03	4.603887E-03
2.267172E-01	3.019111E-01	5.230333E-03	4.773191E-03
2.356970E-01	3.033233E-01	5.398953E-03	4.927023E-03
2.446768E-01	3.044398E-01	5.554984E-03	5.070713E-03
2.536566E-01	3.052737E-01	5.689440E-03	5.212493E-03
2.626364E-01	3.058374E-01	5.824899E-03	5.333315E-03
2.716162E-01	3.061423E-01	5.939013E-03	5.453014E-03
2.805960E-01	3.061989E-01	6.054863E-03	5.552023E-03
2.895758E-01	3.060173E-01	6.158159E-03	5.643242E-03
2.985556E-01	3.056068E-01	6.255379E-03	5.721550E-03
3.075354E-01	3.049762E-01	6.333570E-03	5.798553E-03
3.165152E-01	3.041340E-01	6.405459E-03	5.863766E-03
3.254949E-01	3.030879E-01	6.468660E-03	5.919699E-03
3.344747E-01	3.018454E-01	6.522889E-03	5.967057E-03
3.434545E-01	3.004136E-01	6.561539E-03	6.011951E-03
3.524343E-01	2.987994E-01	6.588271E-03	6.051730E-03
3.614141E-01	2.970091E-01	6.620591E-03	6.071717E-03
3.703939E-01	2.950489E-01	6.638593E-03	6.089526E-03
3.793737E-01	2.929248E-01	6.665900E-03	6.085359E-03
3.883535E-01	2.906424E-01	6.663688E-03	6.092788E-03
3.973333E-01	2.882072E-01	6.661948E-03	6.086679E-03
4.063131E-01	2.856246E-01	6.643139E-03	6.082372E-03
4.152929E-01	2.828995E-01	6.615036E-03	6.073722E-03
4.242727E-01	2.800370E-01	6.581959E-03	6.057451E-03
4.332525E-01	2.770417E-01	6.539640E-03	6.037668E-03
4.422323E-01	2.739183E-01	6.494089E-03	6.009557E-03
4.512121E-01	2.706714E-01	6.454289E-03	5.965576E-03
4.601919E-01	2.673052E-01	6.409929E-03	5.915206E-03
4.691717E-01	2.638241E-01	6.354122E-03	5.864851E-03
4.781515E-01	2.602323E-01	6.298235E-03	5.805005E-03
4.871313E-01	2.565337E-01	6.230186E-03	5.746571E-03
4.961111E-01	2.527325E-01	6.155363E-03	5.685271E-03
5.050909E-01	2.488324E-01	6.071714E-03	5.623318E-03
5.140707E-01	2.448374E-01	6.000957E-03	5.542081E-03
5.230505E-01	2.407513E-01	5.911196E-03	5.469852E-03
5.320303E-01	2.365777E-01	5.824366E-03	5.387852E-03
5.410101E-01	2.323204E-01	5.717942E-03	5.316244E-03
5.499899E-01	2.279829E-01	5.631535E-03	5.220530E-03
5.589697E-01	2.235688E-01	5.525568E-03	5.135987E-03
5.679495E-01	2.190818E-01	5.427527E-03	5.038757E-03
5.769293E-01	2.145253E-01	5.324147E-03	4.940928E-03
5.859091E-01	2.099029E-01	5.221013E-03	4.837970E-03
5.948889E-01	2.052180E-01	5.120970E-03	4.727844E-03
6.038687E-01	2.004741E-01	5.004545E-03	4.627799E-03
6.128485E-01	1.956746E-01	4.871980E-03	4.538141E-03
6.218283E-01	1.908231E-01	4.756938E-03	4.429705E-03
6.308081E-01	1.859230E-01	4.622378E-03	4.335596E-03
6.397879E-01	1.809778E-01	4.507298E-03	4.221377E-03
6.487677E-01	1.759909E-01	4.377852E-03	4.117742E-03
6.577475E-01	1.709659E-01	4.251216E-03	4.009633E-03
6.667273E-01	1.659064E-01	4.123270E-03	3.901121E-03
6.757071E-01	1.608158E-01	4.002756E-03	3.784533E-03
6.846869E-01	1.556978E-01	3.874421E-03	3.674201E-03
6.936667E-01	1.505560E-01	3.735961E-03	3.572785E-03
7.026465E-01	1.453941E-01	3.614736E-03	3.455068E-03
7.116263E-01	1.402160E-01	3.495903E-03	3.335241E-03
7.206061E-01	1.350253E-01	3.369515E-03	3.222902E-03
7.295859E-01	1.298261E-01	3.245621E-03	3.108995E-03
7.385657E-01	1.246222E-01	3.113013E-03	3.004390E-03
7.475455E-01	1.194179E-01	2.984593E-03	2.897294E-03
7.565253E-01	1.142173E-01	2.866389E-03	2.782024E-03
7.655051E-01	1.090246E-01	2.747635E-03	2.669196E-03
7.744848E-01	1.038445E-01	2.626109E-03	2.561186E-03
7.834646E-01	9.868140E-02	2.507364E-03	2.452863E-03
7.924444E-01	9.354018E-02	2.384077E-03	2.351595E-03
8.014242E-01	8.842580E-02	2.271236E-03	2.242774E-03
8.104040E-01	8.334346E-02	2.158922E-03	2.136277E-03
8.193838E-01	7.829860E-02	2.046381E-03	2.032938E-03
8.283636E-01	7.329695E-02	1.931318E-03	1.935155E-03
8.373434E-01	6.834455E-02	1.818752E-03	1.837934E-03
8.463232E-01	6.344780E-02	1.709338E-03	1.740474E-03
8.553030E-01	5.861355E-02	1.611076E-03	1.634104E-03
8.642828E-01	5.384911E-02	1.513215E-03	1.529951E-03
8.732626E-01	4.916238E-02	1.411749E-03	1.431798E-03
8.822424E-01	4.456193E-02	1.312259E-03	1.333518E-03
8.912222E-01	4.005713E-02	1.214284E-03	1.235139E-03
9.002020E-01	3.565833E-02	1.120022E-03	1.133900E-03
9.091818E-01	3.137706E-02	1.025290E-03	1.033532E-03
9.181616E-01	2.722628E-02	9.248604E-04	9.385603E-04
9.271414E-01	2.322078E-02	8.244135E-04	8.425549E-04
9.361212E-01	1.937777E-02	7.236195E-04	7.450204E-04
9.451010E-01	1.571796E-02	6.251753E-04	6.422325E-04
9.540808E-01	1.226751E-02	5.240959E-04	5.386146E-04
9.630606E-01	9.061545E-03	4.195696E-04	4.346448E-04
9.720404E-01	6.149796E-03	3.150022E-04	3.275709E-04
9.810202E-01	3.604159E-03	2.097136E-04	2.214852E-04
9.900000E-01	1.526147E-03	1.100192E-04	1.179244E-04
